QGC WPL 110
0	1	0	16	0	0	0	0	37.6193733215332031	-122.376640319824219	5.40000009536743164	1
1	0	3	16	0	0	0	0	37.6206550598144531	-122.376411437988281	50	1
2	0	3	16	0	0	0	0	37.6206741333007812	-122.376472473144531	50	1
3	0	3	16	0	0	0	0	37.6205558776855469	-122.377937316894531	50	1
4	0	3	16	0	0	0	0	37.6205558776855469	-122.377937316894531	50	1
5	0	3	16	0	0	0	0	37.6194419860839844	-122.378135681152344	50	1
6	0	3	16	0	0	0	0	37.6181831359863281	-122.377410888671875	50	1
7	0	3	16	0	0	0	0	37.6181831359863281	-122.377410888671875	50	1
8	0	3	16	0	0	0	0	37.6185073852539062	-122.375503540039062	50	1
9	0	3	16	0	0	0	0	37.6196746826171875	-122.37493896484375	50	1
10	0	3	16	0	0	0	0	37.6196746826171875	-122.37493896484375	50	1
11	0	0	177	1	-1	0	0	0	0	0	1
12	0	0	177	1	-1	0	0	0	0	0	1
